id,cnvd_title,cnvd_id,cnvd_date,cnvd_level,cnvd_product,cnvd_cve_id,cnvd_bug_id,cnvd_description,cnvd_reference,cnvd_solution,cnvd_patch,cnvd_update
37,多款Siemens产品本地访问权限漏洞,CNVD-2018-25422,2018/12/14,高,SIEMENSSINUMERIK808DV4.7SIEMENSSINUMERIK808DV4.8SIEMENSSINUMERIK840D<V4.7SP6HF5SIEMENSSINUMERIK840D<V4.8SP3SIEMENSSINUMERIK828D<V4.7SP6HF1,CVE-2018-11465,0,SiemensSINUMERIK808D等都是德国西门子（Siemens）公司的数控机床系统控制器。多款Siemens产品中存在安全漏洞。本地攻击者可借助ioctl调用利用该漏洞进行越界读取，任意写入，或在内核模式中执行代码，影响系统的保密性、可用性和完整性。,https://cert-portal.siemens.com/productcert/pdf/ssa-170881.pdf,目前厂商只发布了产品828D、840D的升级补丁以修复漏洞，产品808D的升级补丁暂未发布，详情请参考链接：https://cert-portal.siemens.com/productcert/pdf/ssa-170881.pdf,多款Siemens产品本地访问权限漏洞的补丁,2018/12/14
38,多款Siemens产品远程代码执行漏洞,CNVD-2018-25423,2018/12/14,高,SIEMENSSINUMERIK808DV4.7SIEMENSSINUMERIK808DV4.8SIEMENSSINUMERIK840D<V4.7SP6HF5SIEMENSSINUMERIK840D<V4.8SP3SIEMENSSINUMERIK828D<V4.7SP6HF1,CVE-2018-11466,0,SiemensSINUMERIK808D等都是德国西门子（Siemens）公司的数控机床系统控制器。多款Siemens产品中存在安全漏洞。远程攻击者可通过向102/TCP（ISO-TSAP）端口发送特制的网络数据包利用该漏洞造成集成软件防火墙拒绝服务，或在该软件防火墙的上下文中执行任意代码，影响系统的保密性、可用性和完整性。,https://cert-portal.siemens.com/productcert/pdf/ssa-170881.pdf,目前厂商只发布了产品828D、840D的升级补丁以修复漏洞，产品808D的升级补丁暂未发布，详情请参考链接：https://cert-portal.siemens.com/productcert/pdf/ssa-170881.pdf,多款Siemens产品远程代码执行漏洞的补丁,2019/1/15
39,多款D-Link产品未授权访问漏洞,CNVD-2018-26797,2018/12/27,中,D-LinkDCS-936LD-LinkDCS-942LD-LinkDCS-8000LHD-LinkDCS-942LB1D-LinkDCS-5222LD-LinkDCS-825LD-LinkDCS-2630LD-LinkDCS-820LD-LinkDCS-855LD-LinkDCS-2121D-LinkDCS-5222LB1D-LinkDCS-5020L,CVE-2018-18441,0,D-LinkDCS-936L等都是友讯（D-Link）公司的DCS系列的无线网络摄像头产品。使用1.00及之后版本固件的多款D-Link产品中存在安全漏洞。远程攻击者可借助/common/info.cgi文件利用该漏洞访问配置文件，获取型号，产品，品牌，版本，硬件版本，设备名称，位置，MAC地址，IP地址，网关IP地址，无线状态，输入/输出设置，扬声器和传感器设置信息等。,https://dojo.bullguard.com/dojo-by-bullguard/blog/i-got-my-eyeon-you-security-vulnerabilities-in-baby-monitor/,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.dlink.com/,,2019/1/2
40,Schneider Electric Modicon M340、Premium、Quantum PLC和BMXNOR0200信息泄露漏洞,CNVD-2019-04439,2019/2/18,中,SchneiderElectricModiconM340无SchneiderElectricModiconPremium无SchneiderElectricModiconQuantum无SchneiderElectricBMXNOR0200无,CVE-2018-7812,0,SchneiderElectricModiconM340等都是法国施耐德电气（SchneiderElectric）公司的可编程逻辑控制器产品。ModiconM340、Premium、QuantumPLC和BMXNOR0200中的嵌入式Web服务器存在信息泄露漏洞，攻击者可通过Web服务器发送的不同响应利用该漏洞获取有关产品状态的安全相关信息。,https://download.schneider-electric.com/files?p_enDocType=Technical+leaflet&p_File_Name=SEVD-2018-327-01-Embedded-Web-Servers-Modicon-V2.pdf&p_Doc_Ref=SEVD-2018-327-01,厂商已发布了漏洞修复程序，请及时关注更新：https://download.schneider-electric.com/files?p_enDocType=Technical+leaflet&p_File_Name=SEVD-2018-327-01-Embedded-Web-Servers-Modicon-V2.pdf&p_Doc_Ref=SEVD-2018-327-01,Schneider Electric Modicon M340、Premium、Quantum PLC和BMXNOR0200信息泄露漏洞的补丁,2019/2/25
41,Siemens EN100 Ethernet Communication Module拒绝服务漏洞,CNVD-2018-25426,2018/12/14,高,SIEMENSFirmwarevariantIEC61850forEN100Ethernetmodule<V4.33SIEMENSFirmwarevariantPROFINETIOforEN100Ether-netmoduleSIEMENSFirmwarevariantModbusTCPforEN100Ether-netmoduleSIEMENSFirmwarevariantDNP3TCPforEN100Ethernetmodule,CVE-2018-11452,0,SiemensEN100EthernetCommunicationModule是德国西门子（Siemens）公司的一款以太网模块产品。SiemensEN100EthernetCommunicationModule中存在拒绝服务漏洞。当oscillographs正在运行时，攻击者可通过向102/tcp端口发送特制的数据包利用该漏洞造成拒绝服务，影响系统的可用性。,https://cert-portal.siemens.com/productcert/pdf/ssa-635129.pdf,目前厂商已发布升级补丁以修复漏洞，补丁获取链接：https://cert-portal.siemens.com/productcert/pdf/ssa-635129.pdf,Siemens EN100 Ethernet Communication Module拒绝服务漏洞的补丁,2018/12/14
42,Omron CX-One内存错误引用漏洞,CNVD-2018-25309,2018/12/14,中,OMRONCX-One<=4.42,CVE-2018-18989,106106,OmronCX-One是日本（欧姆龙）Omron公司的一套集成工具包，其中包括了用于网络、PT、变频器、温度控制器以及PLC编程软件等。CX-Programmer是其中的一套PLC编程软件。CX-Server是其中的一款驱动管理工具。OmronCX-One4.42及之前版本（CX-Programmer9.66及之前版本和CX-Server5.0.23及之前版本）中存在内存错误引用漏洞，该漏洞源于在处理项目文件时，程序未能检查是否正在引用被释放的内存。攻击者可借助特制的项目文件利用该漏洞以应用程序的权限执行,https://ics-cert.us-cert.gov/advisories/ICSA-18-338-01,目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：https://www.omron.com/,Omron CX-One内存错误引用漏洞的补丁,2018/12/14
43,INVT Electric VT-Designer堆缓冲区溢出漏洞,CNVD-2018-24486,2018/12/3,高,INVTElectricVT-Designer2.1.7.31,CVE-2018-18983,0,INVTElectricVT-Designer是中国英威腾（INVT）电气公司的一款图形开发工具。INVTElectricVT-Designer2.1.7.31版本中存在堆缓冲区溢出漏洞。远程攻击者可利用该漏洞造成程序崩溃或执行代码。,https://ics-cert.us-cert.gov/advisories/ICSA-18-333-01,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：http://invt.com/,,2018/12/10
44,NA300 PLC存在弱口令漏洞,CNVD-2018-26206,2019/1/16,中,南大傲拓科技江苏股份有限公司NA300PLC,0,0,NA300PLC是一款中型可编程控制器。NNA300PLC存在弱口令漏洞。攻击者可通过该漏洞获得该PLC完全控制权限。,,NA300PLCV2.25已修复此漏洞，建议用户下载使用：http://www.nandaauto.com,NA300PLC存在弱口令漏洞,2019/1/10
45,NUUO CMS代码执行漏洞（CNVD-2018-24251）,CNVD-2018-24251,2018/11/29,高,NUUOCMS<=3.3,CVE-2018-17936,0,NUUOCMS是NUUO公司的一套中央软件管理平台。该平台用于集中管理NVR（硬盘录像机）、IP摄像机等设备，并提供用户管理和警报管理等功能。NUUOCMS3.3及之前版本中存在安全漏洞。远程攻击者可利用该漏洞上传任意文件至服务器，从而修改或覆盖配置文件，最终执行代码。,https://nvd.nist.gov/vuln/detail/CVE-2018-17936,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：https://www.nuuo.com/,,2018/11/29
46,多款Schneider Electric产品跨站脚本漏洞（CNVD-2018-25427）,CNVD-2018-25427,2018/12/14,中,SchneiderElectricModiconM340SchneiderElectricBMXNOR0200SchneiderElectricPremiumSchneiderElectricQuantumPLCs,CVE-2018-7831,0,SchneiderElectricModiconM340等都是法国施耐德电气（SchneiderElectric）公司的可编程逻辑控制器产品。多款SchneiderElectric产品中的嵌入式web服务器存在跨站脚本漏洞，远程攻击者可借助特制的URL利用该漏洞在Web服务器上修改密码。,https://www.schneider-electric.com/en/download/document/SEVD-2018-327-01/,厂商已发布了漏洞修复程序，请及时关注更新：https://www.schneider-electric.com/en/download/document/SEVD-2018-327-01/,多款Schneider Electric产品跨站脚本漏洞（CNVD-2018-25427）的补丁,2018/12/14
47,Siemens SIMATIC S7-400输入验证漏洞（CNVD-2018-23893）,CNVD-2018-23893,2018/11/23,高,SiemensS7-400<=6SiemensS7-400PN/DP7SiemensS7-400H<=4.5SiemensS7-400H6SiemensS7-410<8.2.1,CVE-2018-16557,0,SiemensSIMATICS7-400是德国西门子（Siemens）公司的一款用于制造和过程自动化领域的可编程逻辑控制器产品。SiemensSIMATICS7-400中存在输入验证漏洞。攻击者可通过向TCP102端口发送特制的数据包利用该漏洞造成拒绝服务。,https://ics-cert.us-cert.gov/advisories/ICSA-18-317-02,目前厂商已发布升级补丁以修复漏洞，补丁获取链接:https://support.industry.siemens.com/cs/ww/en/view/109476571,Siemens SIMATIC S7-400输入验证漏洞的补丁,2018/12/14
48,Modbus Slave缓冲区溢出漏洞,CNVD-2019-00377,2018/11/16,中,ModbusSlaveModbusSlave7.0.0,CVE-2018-18759,0,ModbusSlave是一款用于PLC的设备模拟器，主要用于PLC编程。ModbusSlave7.0.0版本中存在缓冲区溢出漏洞。攻击者可利用该漏洞造成拒绝服务。,http://packetstormsecurity.com/files/150015/Modbus-Slave-7.0.0-Denial-Of-Service.html,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：https://www.modbustools.com/,,2019/1/4
49,北京杰控FameView组态软件存在权限提升漏洞,CNVD-2018-25886,2019/1/11,高,北京杰控科技有限公司FameView组态软件V7.6.12.4,0,0,FameView组态软件是由北京杰控科技有限公司自主研发的一款组态软件。北京杰控FameView组态软件存在权限提升漏洞，攻击者可利用该漏洞提升权限。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.fameview.com,北京杰控FameView组态软件存在权限提升漏洞,2019/1/4
50,NUUO CMS SQL注入漏洞,CNVD-2018-24248,2018/11/29,高,NUUOCMS<=3.3,CVE-2018-18982,0,NUUOCMS是NUUO公司的一套中央软件管理平台。该平台用于集中管理NVR（硬盘录像机）、IP摄像机等设备，并提供用户管理和警报管理等功能。NUUOCMS3.3及之前版本中存在SQL注入漏洞。远程攻击者可利用该漏洞执行任意代码。,https://ics-cert.us-cert.gov/advisories/ICSA-18-284-02,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：https://www.nuuo.com/,,2018/11/29
51,NUUO CMS代码执行漏洞（CNVD-2018-24250）,CNVD-2018-24250,2018/11/29,高,NUUOCMS<=3.3,CVE-2018-17934,0,NUUOCMS是NUUO公司的一套中央软件管理平台。该平台用于集中管理NVR（硬盘录像机）、IP摄像机等设备，并提供用户管理和警报管理等功能。NUUOCMS3.3及之前版本中存在安全漏洞。攻击者可利用该漏洞假冒合法用户、获取受限制的信息或执行任意代码。,https://nvd.nist.gov/vuln/detail/CVE-2018-17934,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：https://www.nuuo.com/,,2018/11/29
52,NA300 PLC存在缓冲区溢出漏洞,CNVD-2018-26205,2019/1/16,低,南大傲拓科技江苏股份有限公司NA300PLC,0,0,NA300PLC是一款中型可编程控制器。NA300PLC存在缓冲区溢出漏洞。该漏洞源于et***未能正确处理函数所致。攻击者可通过构造超出变量v30的变量长度，覆盖返回地址。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.nandaauto.com,NA300PLC存在缓冲区溢出漏洞,2019/1/10
53,多款Schneider Electric产品跨站脚本漏洞（CNVD-2018-25428）,CNVD-2018-25428,2018/12/14,中,SchneiderElectricModiconM340SchneiderElectricBMXNOR0200SchneiderElectricPremiumSchneiderElectricQuantumPLCs,CVE-2018-7810,0,SchneiderElectricModiconM340等都是法国施耐德电气（SchneiderElectric）公司的可编程逻辑控制器产品。多款SchneiderElectric产品中的嵌入式web服务器存在跨站脚本漏洞，远程攻击者可借助特制的URL利用该漏洞在用户的浏览器中执行JavaScript代码。,https://www.schneider-electric.com/en/download/document/SEVD-2018-327-01/,厂商已发布了漏洞修复程序，请及时关注更新：https://www.schneider-electric.com/en/download/document/SEVD-2018-327-01/,多款Schneider Electric产品跨站脚本漏洞（CNVD-2018-25428）的补丁,2018/12/14
54,多款Schneider Electric产品拒绝服务漏洞（CNVD-2018-24634）,CNVD-2018-24634,2018/12/5,中,SchneiderElectricModiconM340SchneiderElectricBMXNOR0200SchneiderElectricPremiumSchneiderElectricQuantumPLCs,CVE-2018-7830,0,SchneiderElectricModiconM340等都是法国施耐德电气（SchneiderElectric）公司的可编程逻辑控制器产品。多款SchneiderElectric产品中的嵌入式web服务器存在拒绝服务漏洞，攻击者可通过发送特制的HTTP请求利用该漏洞造成拒绝服务。,https://www.schneider-electric.com/en/download/document/SEVD-2018-327-01/,厂商尚未提供漏洞修复方案，请关注厂商主页更新：https://www.schneider-electric.com/en/download/document/SEVD-2018-327-01/,,2018/12/5
55,NA300 PLC存在逻辑设计漏洞,CNVD-2018-26210,2019/1/16,低,南大傲拓科技江苏股份有限公司NA300PLC,0,0,NA300PLC是一款中型可编程控制器。NA300PLC存在逻辑设计漏洞。攻击者可通过构造特定的数据包非法读取PLC内部逻辑程序。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.nandaauto.com,NA300PLC逻辑程序读取漏洞存在工控设备漏洞,2019/1/10
56,NA300 PLC存在未授权操作漏洞,CNVD-2018-26209,2019/1/16,低,南大傲拓科技江苏股份有限公司NA300PLC,0,0,NA300PLC是一款中型可编程控制器。NA300PLC存在未授权操作漏洞。攻击者可利用漏洞远程篡改PLC中的MAIN程序。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.nandaauto.com,NA300PLC存在工控设备漏洞,2019/1/10
57,NA300 PLC存在未授权操作漏洞（CNVD-2018-26208）,CNVD-2018-26208,2019/1/16,低,南大傲拓科技江苏股份有限公司NA300PLC,0,0,NA300PLC是一款中型可编程控制器。NA300PLC存在未授权操作漏洞。攻击者可利用漏洞远程篡改系统的输入和输出、变量值等。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.nandaauto.com,NA300PLC可篡改DIDO漏洞存在工控设备漏洞,2019/1/10
58,NA300 PLC存在信息泄露漏洞,CNVD-2018-26207,2019/1/16,中,南大傲拓科技江苏股份有限公司NA300PLC,0,0,NA300PLC是一款中型可编程控制器。NA300PLC存在信息泄露漏洞。攻击者可利用漏洞泄露PLCftp服务账号和密码。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.nandaauto.com,NA300PLC存在信息泄露漏洞,2019/1/10
59,Omron CX-One缓冲区溢出漏洞,CNVD-2018-25281,2018/12/13,中,OMRONCX-One<=4.42,CVE-2018-18993,106106,OmronCX-One是日本（欧姆龙）Omron公司的一套集成工具包，其中包括了用于网络、PT、变频器、温度控制器以及PLC编程软件等。CX-Programmer是其中的一套PLC编程软件。CX-Server是其中的一款驱动管理工具。OmronCX-One4.42及之前版本（CX-Programmer9.66及之前版本和CX-Server5.0.23及之前版本）中存在缓冲区溢出漏洞，该漏洞源于在处理项目文件时，程序允许输入数据超出缓冲区。攻击者可借助特制的项目文件利用该漏洞以应用程序的权限执行代码。,https://ics-cert.us-cert.gov/advisories/ICSA-18-338-01,目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：https://www.omron.com/,Omron CX-One缓冲区溢出漏洞的补丁,2018/12/14
60,INVT Electric VT-Designer代码执行漏洞,CNVD-2018-24485,2018/12/3,高,INVTElectricVT-Designer2.1.7.31,CVE-2018-18987,0,INVTElectricVT-Designer是中国英威腾（INVT）电气公司的一款图形开发工具。INVTElectricVT-Designer2.1.7.31版本中存在安全漏洞。远程攻击者可利用该漏洞造成程序崩溃或执行代码。,https://ics-cert.us-cert.gov/advisories/ICSA-18-333-01,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：http://invt.com/,,2018/12/4
61,NA300 PLC存在命令注入漏洞,CNVD-2018-26204,2019/1/16,高,南大傲拓科技江苏股份有限公司NA300PLC,0,0,"NA300PLC是一款中型可编程控制器。NA300PLC存在命令注入漏洞。该漏洞源于系统中的ehtdbg程序未能正确处理输入参数所致，攻击者可通过构造参数绕过检查，注入命令,获取服务器权限。",,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.nandaauto.com,NA300PLC存在命令注入漏洞,2019/1/10
62,Siemens SIMATIC S7-1200和SIMATIC S7-1500拒绝服务漏洞,CNVD-2018-25436,2018/12/14,中,SiemensSIMATICS7-1200SiemensSIMATICS7-1500<2.6,CVE-2018-13815,0,SiemensSIMATICS7-1200和SIMATICS7-1500都是德国西门子（Siemens）公司的应用于中小型自动化系统中的可编程逻辑控制器（PLC）。SiemensSIMATICS7-1200（全部版本）和SIMATICS7-15002.6之前版本中存在拒绝服务漏洞，攻击者可通过向TCP102端口发送数据包利用该漏洞耗尽可用的连接池。,https://ics-cert.us-cert.gov/advisories/ICSA-18-317-05,目前厂商只发布了产品SIMATICS7-1500的升级补丁以修复漏洞，产品SIMATICS7-1200的升级补丁暂未发布，详情请参考链接：https://cert-portal.siemens.com/productcert/pdf/ssa-584286.pdf,Siemens SIMATIC S7-1200和SIMATIC S7-1500拒绝服务漏洞的补丁,2018/12/14
63,亚控科技组态王(KingView)存在本地提权漏洞,CNVD-2018-26073,2019/2/4,高,北京亚控科技发展有限公司组态王（KingView）6.60SP3,0,0,组态王(KingView)是北京亚控科技公司在国内率先推出的工业组态软件产品。亚控科技组态王(KingView)存在本地提权漏洞。允许攻击者利用漏洞提交特制请求在应用程序上下文执行任意代码。,,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.kingview.com,亚控科技组态王6.60 SP3存在本地提权漏洞,2019/1/4
